Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,Speeches,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-february-9-2015,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/president-s-budget-recognizes-need-more-immigration-judges-congress-should-fund-more,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/refugees-egypt-urgently-need-protection,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/human-rights-first-tours-dilley-detention-center-immigrant-mothers-and-children,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/syrian-refugees-snow-just-one-many-dire-challenges,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/new-year-new-congress-what-watch-refugee-protection,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/christmas-immigration-detention,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/us-pledges-resettle-more-syrian-refugees-doesn-t-say-how-many,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-november-24-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/winter-coming,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-november-17-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/my-eye-opening-visit-immigrant-detention-facility,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/pro-bono-week-round,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/lawyers-making-difference-cara-vasquez,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/lawyers-making-difference-kia-grant,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/elisa-massimino-conversations-digital-age,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/lawyers-making-difference-michael-joseph,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/lawyers-making-difference-hardy-vieux,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-october-20-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/some-being-gay-means-becoming-refugee,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/more-needs-be-done-address-syrian-refugee-crisis,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/alleged-sexual-abuse-immigration-detention-facility-karnes-texas,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/country-refugee-processing-risk-children-central-america-potential-benefits-and-risks,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/pro-bono-attorneys-urge-vice-president-facilitate-counsel-immigrants,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-september-22-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-september-8-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/observations-inside-immigrant-family-detention-facility,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/five-honduran-children-dead-after-deportation,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-august-18-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-august-4-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/setting-wrong-example-united-states-can-do-better-locking-moms-and-small-children,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/george-will-young-migrants-welcome-america,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/bucking-disturbing-trend-governor-deval-patrick-calls-compassion-refugee-children,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-july-21-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-july-14-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/crisis-honduras,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-july-7-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/children-and-families-seeking-protection-deserve-better-detention-and-summary-deportation,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-seekers-facing-religious-and-other-persecution-impacted-impediments-protection-europe,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-june-23-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-june-16-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/lebanon-imposes-restrictions-syrian-refugees,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/washington-week-human-rights-june-9-2014,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/houston-we-re-officially-open,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/congress-should-continue-address-resource-deficiency-immigration-courts,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/howdy-our-new-houston-office,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/new-camp-opens-jordan-desert-syrian-refugees,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/syria-phony-ballots-amid-real-bombs,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/human-rights-first-bring-refugee-representation-houston,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/new-york-times-highlights-challenges-immigration-and-asylum-systems,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/human-rights-first-researches-asylum-system-us-mexican-border,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/bipartisan-call-address-impact-immigration-inadmissibility-provisions,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/npr-story-profiles-those-seeking-refuge-us-mexican-border,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/fraud-detection-work-us-asylum-system,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/strong-us-commitment-and-leadership-key-launch-global-resettlement-initiative-syrian-refugees,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/womens-month-profile-congresswoman-zoe-lofgren,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/fraud-prevention-tools-immigration-system-should-be-strengthened-without-adding-unnecessary,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/today-tune-10-am-human-rights-first-s-elisa-massimino-talks-syria-diane-rehm-show,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/malala-shines-light-children-s-education-syrian-refugees,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/faith-human-rights-groups-urge-us-leadership-protecting-persecuted,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-seekers-limbo-immigration-court-and-government-shutdown,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/protecting-persecuted-not-card-game,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/breakfast-briefing-eric-gitari,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/united-states-should-send-strong-message-syrian-refugees-high-level-meeting-next-week,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/house-hearing-demonstrates-need-us-leadership-protection-syrian-refugees,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/syrian-refugees-face-rising-fears-egypt,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/human-rights-faith-based-groups-urge-napolitano-take-action-refugees-leaving-office,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/dr-king-s-legacy-inspires-defenders-beyond-us-borders,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-and-border-setting-record-straight,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/resettlement-syrians-important-step-supporting-syria-s-neighbors,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/today-urge-senate-vote-refugees,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/title-42-cruel-trump-policy-continuing-under-biden,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/proposed-national-lawyer-service-corps-addresses-need-immigrant-counsel,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/key-immigration-reforms-would-increase-pro-bono-representation,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/world-refugee-day-watch-inspiring-stories-refugees,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/barrier-women-seeking-asylum-take-action,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/lawmakers-questioning-use-immigration-detention,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/immigration-bill-includes-asylum-reform-moves-full-senate-vote,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/protecting-lgbti-refugees-violence,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/honduran-lgbt-activist-found-safety-united-states,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-and-bipartisan-senate-immigration-bill,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/importance-counsel-asylum-seekers-and-immigrants-detention-stressed-faith-civil-rights-legal,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/new-encampment-policy-fuels-xenophobia-kenya,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/immigration-law-s-terrorism-bars-odds-us-national-security-commitment-refugees,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/building-justice-key-stakeholders-look-address-legal-representation-gaps-immigrants-new-jersey,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/building-justice-increasing-quality-immigration-representation-nj-jan-25,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/new-orleans-dialogue-detention-highlights,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/aba-and-cms-event-focuses-aba-civil-immigration-detention-standards-and-need-reform-us,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/arizona-detention-dialogue-key-takeaways,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/debating-immigration-detention-reform,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/if-we-can-do-it-texas,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/world-refugee-day-reception-capitol-hill-honors-memory-congressman-donald-payne,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-news-35,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/grant-woman-asylum,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-news-30,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-news-23,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-news-14,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/blog/asylum-news-11,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-re-immediate-procedural-steps-fair-treatment-asylum-seekers-wrongfully-deported,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/human-rights-first-declaration-tony-n-et-al-v-uscis,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/legal-service-providers-joint-letter-mpp,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/human-rights-first-comment-asylum-process-notice-proposed-rulemaking,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/civil-and-human-rights-leaders-letter-president-biden-haitian-expulsions,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-biden-administration-mpp,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-president-biden-expulsion-flights-southern-mexico-changes-asylum-processing,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/afghan-siv-veteran-letter-president-biden,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-dhs-prolonged-detention-asylum-seekers-following-guzman-chavez-ruling,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-dhs-enforcement-priorities-and-asylum-seekers,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-president-biden-reported-title-42-expulsion-policy-extension,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/impact-covid-19-human-rights-migrants-united-states,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-nato-afghan-lecs,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-veteran-led-organizations-call-president-evacuate-sivs-afghanistan,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-attorney-general-and-dhs-secretary-asylum-system-reforms,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/illegal-pushbacks-united-states-people-seeking-refugee-protection,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/human-rights-first-v-wolf-suing-protect-rights-asylum-seekers,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/public-comment-opposing-proposed-rules-procedures-asylum-and-withholding-removal,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/comment-proposed-immigration-court-appellate-rules,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/comment-proposed-security-bars-and-processing,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/comment-procedures-asylum-and-withholding-removal-credible-fear-and-reasonable-fear-review,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/michael-breen-proposed-june-15th-asylum-regulation,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/statement-record-human-rights-first,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/cbp-blocking-migrant-protection-protocols-fear-screenings,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/indefinite-suspension-protections-asylum-seekers-and-unaccompanied-children-under-may-19,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/comment-interim-final-rule-suspension-introduction-persons-united-states,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/illegal-expulsions-department-homeland-security-under-march-20-2020-order-centers-disease,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/covid-19-and-remain-mexico-migrant-protection-protocols-policy,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/covid-19-and-immigration-detention,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/asylum-seekers-remain-mexico-migrant-protection-protocols-policy,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/human-rights-first-statement-house-judiciary-hearing-courts-crisis,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/remain-mexico-migrant-protection-protocols,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/comments-opposition-proposed-rulemaking-procedures-asylum-and-bars-asylum-eligibility,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/response-proposed-rulemaking-asylum-application-interview-and-employment-authorization,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/testimony-blanche-engochan-congressional-hearing-expansion-and-troubling-use-ice-detention,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/complaint-office-inspector-general-concerning-rape-kidnapping-assault-and-other-attacks,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/michael-breen-testimony-congressional-hearing-kids-cages-inhumane-treatment-border,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/statement-opposition-hr-3697-criminal-alien-gang-member-removal-act,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/statement-senate-committee-homeland-security-and-governmental-affairs-hearing-improving,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/letter-kelly-and-tillerson-executive-order-enforcement,,,,,1,,,,,,,,,,,,,,,,,,
Human Rights First,"Discrimination, Detention, and Deportation: Immigration & Refugees",https://www.humanrightsfirst.org/resource/testimony-elisa-massimino-senate-foreign-relations-hearing-ending-modern-slavery-building,,,,,1,,,,,,,,,,,,,,,,,,
