Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,SpeechWTranscript,SpeechNoTranscript,NOTES,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/07/15/kuwait-8-egyptian-dissidents-unlawfully-returned,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/07/15/kuwait-8-egyptian-dissidents-unlawfully-returned,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/05/29/palestine-no-letup-arbitrary-arrests-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/05/28/egypt-serious-abuses-war-crimes-north-sinai,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/05/24/lebanon-syrians-summarily-deported-airport,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/05/13/syria-tell-families-missing-fate-loved-ones,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/04/21/saudi-women-activists-should-be-honoured-not-imprisoned,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/04/18/iraq-torture-persists-mosul-jail,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/04/12/lebanon-refer-torture-case-civilian-court,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/03/31/hong-kong-scrap-proposed-extradition-changes,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/01/28/syria-arrests-torture-armed-group,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/01/24/saudi-arabia-let-outside-monitors-see-detainees,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2019/01/24/iran-prominent-labor-activist-rearrested,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/12/06/saudi-arabia-allow-access-detained-women-activists,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/11/30/morocco-torture-suspicions-mar-mass-trial-verdicts,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/11/28/g20-argentine-probe-saudi-crown-prince-advances,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/11/20/saudi-arabia-detained-women-reported-tortured,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/10/23/palestine-authorities-crush-dissent,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/10/11/egypt-account-alleged-torture-secret-detention,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/09/25/yemen-houthi-hostage-taking,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/08/21/myanmar-security-forces-torture-rohingya-returnees,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/08/19/iraq-chilling-accounts-torture-deaths,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/08/09/turkmenistan-un-blames-government-activists-death,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/07/31/iraq-judges-disregard-torture-allegations,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/07/22/iraq-intelligence-agency-admits-holding-hundreds-despite-previous-denials,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/07/15/lebanon-exonerated-actor-details-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/07/06/uzbekistan-mans-13-year-detention-revealed,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/07/04/lebanon-year-no-answers-deaths-custody,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/06/18/iran-dervish-member-executed,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/04/19/us-dont-transfer-detainee-possible-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/02/15/kazakhstan-businessman-alleges-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/02/15/thailand-drop-cases-against-torture-victim,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/02/14/uzbekistan-investigate-torture-journalist,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2018/01/10/after-16-years-end-injustice-guantanamo,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/12/05/iraq-flawed-prosecution-isis-suspects,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/09/15/ukraine-woman-detained-held-incommunicado-tortured,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/09/13/italy-returns-ambassador-egypt-despite-unresolved-regeni-case,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/09/06/egypt-torture-epidemic-may-be-crime-against-humanity,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/08/14/uzbekistan-un-staffer-free-after-11-years,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/08/02/russia-journalist-faces-expulsion-uzbekistan,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/06/29/south-korea-seek-help-north-korean-refugees-china,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/06/22/yemen-uae-backs-abusive-local-forces,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/06/11/egypt-cancel-military-court-death-sentences,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/05/26/yemen-ramadan-opportunity-detainees,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/04/05/thailand-army-conscript-beaten-death,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/02/23/uzbekistan-political-prisoner-free-after-19-years,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/01/25/ukraine-armed-conflict-related-abuse-detention,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/01/18/mali-islamist-armed-group-abuses-banditry-surge,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/01/18/china-breaks-human-rights-lawyer,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/01/12/ukraine-urgent-need-accountability,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2017/01/12/central-asia-make-improving-rights-priority,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/12/21/lebanon-syrian-refugees-account-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/12/19/when-father-handed-over-his-son-police-mumbai-and-he-never-came-back,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/12/19/india-killings-police-custody-go-unpunished,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/11/28/uzbekistan-investigate-death-custody-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/11/20/iraq-militias-held-beat-villagers,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/10/03/us-ex-detainees-describe-unreported-cia-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/09/29/bangladesh-stop-kneecapping-detainees,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/09/26/pakistan-overhaul-abusive-police-force,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/08/30/thailand-break-silence-day-disappeared,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/08/04/tajikistan-government-critic-facing-prison,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/07/27/thailand-torture-victims-outspoken-niece-arrested,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/07/21/ukraine-torture-disappearances-east,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/07/17/china-end-abuse-hunger-striking-activist,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/07/12/ban-forced-anal-exams-around-world,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/07/07/burundi-intelligence-services-torture-suspected-opponents,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2016/01/25/kyrgyzstan-ensure-accountability-torture-case,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/12/11/azerbaijan-un-criticizes-torture-record,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/12/09/china-un-review-slams-lack-progress-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/11/22/bahrain-detainees-tortured-abused,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/11/21/china-dont-return-nine-north-korean-refugees,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/11/11/uzbekistan-activist-freed-after-21-years,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/11/02/hrw-submission-un-committee-against-torture-azerbaijan,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/09/04/senegal-dictator-trial,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/09/02/turkey-beaten-threatened-death-police,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/06/26/lebanon-monitor-detention-combat-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/06/23/us-joint-appeal-investigate-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/04/27/senegal-hissene-habre-trial,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2015/03/25/chad-habre-era-agents-convicted-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/10/13/tunisia-suspicious-death-custody,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/09/25/uzbekistan-prison-torture-critics,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/09/09/egypt-7-held-alleged-homosexual-conduct,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/08/25/bahrain-rehabilitate-torture-victims,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/07/28/brazil-reforms-fail-end-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/06/25/sudan-end-arbitrary-detention-activists,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/05/25/yemen-migrants-held-torture-camps,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/05/05/venezuela-unarmed-protestors-beaten-shot,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/04/25/dispatches-bahrain-shooting-messenger-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/04/02/kuwait-no-response-torture-allegation,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/02/06/iraq-security-forces-abusing-women-detention,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2014/01/21/israel/palestine-growing-abuse-west-bank,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/12/03/chad-habres-government-committed-systematic-atrocities,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/08/29/tunisia-investigate-alleged-abuse-prison,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/06/27/uae-reports-systematic-torture-jails,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/06/26/lebanon-police-torturing-vulnerable-people,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/06/25/syria-counterterrorism-court-used-stifle-dissent,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/06/21/morocco/western-sahara-dubious-confessions-tainted-trials,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/05/17/syria-visit-reveals-torture-chambers,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/05/14/bahrain-detained-activists-allege-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/04/13/saudi-arabia-free-detainee-eye-eye-case,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/04/13/saudi-arabia-free-detainee-eye-eye-case,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/04/06/uae-dont-deport-tamil-refugees-sri-lanka,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/03/26/mali-soldiers-torture-detainees-lere,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/02/04/kyrgyzstan-stop-extradition-uzbekistan,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2013/01/04/nepal-warning-rights-abusers,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/10/03/gaza-arbitrary-arrests-torture-unfair-trials,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/09/19/georgia-investigate-sexual-abuse-prison,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/09/17/morocco-contested-confessions-used-imprison-protesters,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/09/15/united-kingdom-halt-deportation-flight-sri-lanka,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/07/24/drug-detention-centers-offer-torture-not-treatment,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/07/17/russia-stop-extradition-uzbekistan,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/06/21/bahrain-reject-confessions-linked-torture,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/06/18/algeria-long-delays-tainting-terrorism-trials,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/06/04/kazakhstan-oil-workers-convicted-flawed-trial,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/05/19/egypt-widespread-military-torture-protesters-arrested-may,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/05/11/uzbekistan-no-justice-7-years-after-andijan-massacre,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/05/07/yemen-detained-tortured-and-disappeared,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/03/20/syria-armed-opposition-groups-committing-abuses,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/02/24/uk-halt-deportations-tamils-sri-lanka,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2012/02/03/syria-stop-torture-children,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2011/12/22/kazakhstan-detainee-dies-after-police-beating,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2011/12/22/kazakhstan-protect-detainees-torture-ill-treatment,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2011/12/15/syria-shoot-kill-commanders-named,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2011/12/13/uzbekistan-detainees-tortured-lawyers-silenced,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2011/11/09/tunisia-dont-extradite-former-prime-minister-libya,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2011/10/21/bahrain-medics-describe-torture-detention,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2011/09/07/vietnam-torture-forced-labor-drug-detention,,,,1,,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2011/08/11/kyrgyzstan-death-follows-police-torture,,,,1,,,,,,,,,,,,,,,,,,,,
