Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,SpeechWTranscript,SpeechNoTranscript,NOTES,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2010/08/16/open-letter-president-indonesia-papuan-political-prisoners,,,,,1,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2010/02/27/imprisoned-dangerousness-cuba,,,,,1,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2008/04/10/human-rights-watch-letter-saudi-minister-interior-prince-nayef-bin-abd-al-aziz-al,,,,,1,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/2003/12/06/chinas-game-political-prisoners,,,,,1,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/news/1998/03/13/letter-pope-human-rights-situation-nigeria,,,,,1,,,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/yemen,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/turkey,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/syria,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/iraq,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/uzbekistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/turkmenistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/tajikistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/russia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/kyrgyzstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/kazakhstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/azerbaijan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/armenia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/mexico,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/venezuela,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/bangladesh,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2022/country-chapters/thailand,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/turkey,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/yemen,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/syria,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/maldives,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/north-korea,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/thailand,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/mexico,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/venezuela,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/iran,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/zimbabwe,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/azerbaijan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/uzbekistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/turkmenistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/kyrgyzstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2021/country-chapters/kazakhstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/turkey,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/maldives,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/thailand,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/uganda,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/yemen,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/lebanon,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/iraq,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/brazil,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/cameroon,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/rwanda,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/uzbekistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/turkmenistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/tajikistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/russia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/kyrgyzstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/kazakhstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/azerbaijan#fd2631,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/mexico,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/sudan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2020/country-chapters/afghanistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/iraq,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/yemen,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/sudan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/uganda,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/thailand,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/brazil,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/mexico,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/russia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/kyrgyzstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/ethiopia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/turkey,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/turkmenistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/kazakhstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/azerbaijan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/lebanon,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/rwanda,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2019/country-chapters/afghanistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/turkey,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/brazil,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/mexico,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/sudan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/turkmenistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/kyrgyzstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/kazakhstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/rwanda,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/syria,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/ethiopia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/uganda,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/yemen,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/united-arab-emirates,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/morocco/western-sahara,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/lebanon,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/thailand,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2018/country-chapters/afghanistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/ethiopia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/azerbaijan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/turkmenistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/kyrgyzstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/kazakhstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/georgia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/chile,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/mexico,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/gambia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/yemen,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/sri-lanka,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/sudan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/iran,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/syria,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/united-arab-emirates,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/lebanon,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/morocco/western-sahara,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/afghanistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/burundi,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/libya,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2017/country-chapters/brazil,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/sri-lanka,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/node/284946,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/ethiopia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/united-arab-emirates,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/tunisia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/syria,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/morocco/western-sahara,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/libya,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/armenia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/lebanon,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/iran,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/cambodia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/peru,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/mexico,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/azerbaijan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/south-sudan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/sudan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/afghanistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/chile,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/uzbekistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/turkmenistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/tajikistan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/kazakhstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/gambia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/bahrain,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2016/country-chapters/kyrgyzstan,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2015/country-chapters/united-arab-emirates,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2015/country-chapters/tunisia,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2015/country-chapters/syria,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2015/country-chapters/morocco/western-sahara,,,,,,,1,,,,,,,,,,,,,,,,,
Human Rights Watch,"Torture, Former Combatants, Political Prisoners, Terror Suspects, & Terrorists",https://www.hrw.org/world-report/2015/country-chapters/libya,,,,,,,1,,,,,,,,,,,,,,,,,
